id	filename	protocol	dataType	analysisType	antibody	donor	group	mnemonic	stdName	edaccName	anatomy	type	age	sex	solidLiquid	ethnicity	singledonorComposite
E006-H3K18ac	E006-H3K18ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K18ac	E006	ES-deriv	ESDR.H1.MSC	H1 Derived Mesenchymal Stem Cells	H1_Derived_Mesenchymal_Stem_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E006-H3K23ac	E006-H3K23ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K23ac	E006	ES-deriv	ESDR.H1.MSC	H1 Derived Mesenchymal Stem Cells	H1_Derived_Mesenchymal_Stem_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E006-H3K27ac	E006-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E006	ES-deriv	ESDR.H1.MSC	H1 Derived Mesenchymal Stem Cells	H1_Derived_Mesenchymal_Stem_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E006-H3K27me3	E006-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E006	ES-deriv	ESDR.H1.MSC	H1 Derived Mesenchymal Stem Cells	H1_Derived_Mesenchymal_Stem_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E006-H3K36me3	E006-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E006	ES-deriv	ESDR.H1.MSC	H1 Derived Mesenchymal Stem Cells	H1_Derived_Mesenchymal_Stem_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E006-H3K4ac	E006-H3K4ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4ac	E006	ES-deriv	ESDR.H1.MSC	H1 Derived Mesenchymal Stem Cells	H1_Derived_Mesenchymal_Stem_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E006-H3K4me1	E006-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E006	ES-deriv	ESDR.H1.MSC	H1 Derived Mesenchymal Stem Cells	H1_Derived_Mesenchymal_Stem_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E006-H3K4me2	E006-H3K4me2.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me2	E006	ES-deriv	ESDR.H1.MSC	H1 Derived Mesenchymal Stem Cells	H1_Derived_Mesenchymal_Stem_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E006-H3K4me3	E006-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E006	ES-deriv	ESDR.H1.MSC	H1 Derived Mesenchymal Stem Cells	H1_Derived_Mesenchymal_Stem_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E006-H3K79me1	E006-H3K79me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K79me1	E006	ES-deriv	ESDR.H1.MSC	H1 Derived Mesenchymal Stem Cells	H1_Derived_Mesenchymal_Stem_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E006-H3K9ac	E006-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E006	ES-deriv	ESDR.H1.MSC	H1 Derived Mesenchymal Stem Cells	H1_Derived_Mesenchymal_Stem_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E006-H3K9me3	E006-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E006	ES-deriv	ESDR.H1.MSC	H1 Derived Mesenchymal Stem Cells	H1_Derived_Mesenchymal_Stem_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E006-H4K8ac	E006-H4K8ac.narrowPeak	ChIP-seq	histone	narrowPeak	H4K8ac	E006	ES-deriv	ESDR.H1.MSC	H1 Derived Mesenchymal Stem Cells	H1_Derived_Mesenchymal_Stem_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E006-H4K91ac	E006-H4K91ac.narrowPeak	ChIP-seq	histone	narrowPeak	H4K91ac	E006	ES-deriv	ESDR.H1.MSC	H1 Derived Mesenchymal Stem Cells	H1_Derived_Mesenchymal_Stem_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-DNase.hotspot.all	E007-DNase.hotspot.all.peaks.bed	DnaseI-seq	dnase	hotspot.all	NA	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-DNase.hotspot.fdr0.01	E007-DNase.hotspot.fdr0.01.peaks.bed	DnaseI-seq	dnase	hotspot.fdr0.01	NA	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-DNase.macs2	E007-DNase.macs2.narrowPeak	DnaseI-seq	dnase	narrowPeak	NA	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-H2AK5ac	E007-H2AK5ac.narrowPeak	ChIP-seq	histone	narrowPeak	H2AK5ac	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-H2BK120ac	E007-H2BK120ac.narrowPeak	ChIP-seq	histone	narrowPeak	H2BK120ac	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-H2BK12ac	E007-H2BK12ac.narrowPeak	ChIP-seq	histone	narrowPeak	H2BK12ac	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-H2BK15ac	E007-H2BK15ac.narrowPeak	ChIP-seq	histone	narrowPeak	H2BK15ac	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-H2BK5ac	E007-H2BK5ac.narrowPeak	ChIP-seq	histone	narrowPeak	H2BK5ac	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-H3K14ac	E007-H3K14ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K14ac	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-H3K18ac	E007-H3K18ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K18ac	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-H3K23ac	E007-H3K23ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K23ac	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-H3K27ac	E007-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-H3K27me3	E007-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-H3K36me3	E007-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-H3K4ac	E007-H3K4ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4ac	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-H3K4me1	E007-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-H3K4me2	E007-H3K4me2.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me2	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-H3K4me3	E007-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-H3K79me1	E007-H3K79me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K79me1	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-H3K9ac	E007-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-H3K9me3	E007-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-H4K8ac	E007-H4K8ac.narrowPeak	ChIP-seq	histone	narrowPeak	H4K8ac	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E007-H4K91ac	E007-H4K91ac.narrowPeak	ChIP-seq	histone	narrowPeak	H4K91ac	E007	ES-deriv	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E008-DNase.hotspot.all	E008-DNase.hotspot.all.peaks.bed	DnaseI-seq	dnase	hotspot.all	NA	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-DNase.hotspot.fdr0.01	E008-DNase.hotspot.fdr0.01.peaks.bed	DnaseI-seq	dnase	hotspot.fdr0.01	NA	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-DNase.macs2	E008-DNase.macs2.narrowPeak	DnaseI-seq	dnase	narrowPeak	NA	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H2AK5ac	E008-H2AK5ac.narrowPeak	ChIP-seq	histone	narrowPeak	H2AK5ac	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H2A.Z	E008-H2A.Z.narrowPeak	ChIP-seq	histone	narrowPeak	H2A.Z	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H2BK120ac	E008-H2BK120ac.narrowPeak	ChIP-seq	histone	narrowPeak	H2BK120ac	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H2BK12ac	E008-H2BK12ac.narrowPeak	ChIP-seq	histone	narrowPeak	H2BK12ac	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H2BK15ac	E008-H2BK15ac.narrowPeak	ChIP-seq	histone	narrowPeak	H2BK15ac	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H2BK20ac	E008-H2BK20ac.narrowPeak	ChIP-seq	histone	narrowPeak	H2BK20ac	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H2BK5ac	E008-H2BK5ac.narrowPeak	ChIP-seq	histone	narrowPeak	H2BK5ac	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H3K14ac	E008-H3K14ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K14ac	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H3K18ac	E008-H3K18ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K18ac	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H3K23ac	E008-H3K23ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K23ac	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H3K23me2	E008-H3K23me2.narrowPeak	ChIP-seq	histone	narrowPeak	H3K23me2	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H3K27ac	E008-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H3K27me3	E008-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H3K36me3	E008-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H3K4ac	E008-H3K4ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4ac	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H3K4me1	E008-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H3K4me2	E008-H3K4me2.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me2	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H3K4me3	E008-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H3K56ac	E008-H3K56ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K56ac	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H3K79me1	E008-H3K79me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K79me1	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H3K79me2	E008-H3K79me2.narrowPeak	ChIP-seq	histone	narrowPeak	H3K79me2	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H3K9ac	E008-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H3K9me3	E008-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H3T11ph	E008-H3T11ph.narrowPeak	ChIP-seq	histone	narrowPeak	H3T11ph	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H4K20me1	E008-H4K20me1.narrowPeak	ChIP-seq	histone	narrowPeak	H4K20me1	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H4K5ac	E008-H4K5ac.narrowPeak	ChIP-seq	histone	narrowPeak	H4K5ac	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H4K8ac	E008-H4K8ac.narrowPeak	ChIP-seq	histone	narrowPeak	H4K8ac	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E008-H4K91ac	E008-H4K91ac.narrowPeak	ChIP-seq	histone	narrowPeak	H4K91ac	E008	ESC	ESC.H9	H9 Cells	H9_Cell_Line	ESC	PrimaryCulture	CL	Female	NA	NA	SD
E009-H2A.Z	E009-H2A.Z.narrowPeak	ChIP-seq	histone	narrowPeak	H2A.Z	E009	ES-deriv	ESDR.H9.NEUR.PROG	H9 Derived Neuronal Progenitor Cultured Cells	H9_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Female	NA	NA	SD
E009-H3K27me3	E009-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E009	ES-deriv	ESDR.H9.NEUR.PROG	H9 Derived Neuronal Progenitor Cultured Cells	H9_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Female	NA	NA	SD
E009-H3K36me3	E009-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E009	ES-deriv	ESDR.H9.NEUR.PROG	H9 Derived Neuronal Progenitor Cultured Cells	H9_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Female	NA	NA	SD
E009-H3K4me1	E009-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E009	ES-deriv	ESDR.H9.NEUR.PROG	H9 Derived Neuronal Progenitor Cultured Cells	H9_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Female	NA	NA	SD
E009-H3K4me3	E009-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E009	ES-deriv	ESDR.H9.NEUR.PROG	H9 Derived Neuronal Progenitor Cultured Cells	H9_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Female	NA	NA	SD
E009-H3K9me3	E009-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E009	ES-deriv	ESDR.H9.NEUR.PROG	H9 Derived Neuronal Progenitor Cultured Cells	H9_Derived_Neuronal_Progenitor_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Female	NA	NA	SD
E010-H2A.Z	E010-H2A.Z.narrowPeak	ChIP-seq	histone	narrowPeak	H2A.Z	E010	ES-deriv	ESDR.H9.NEUR	H9 Derived Neuron Cultured Cells	H9_Derived_Neuron_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Female	NA	NA	SD
E010-H3K27me3	E010-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E010	ES-deriv	ESDR.H9.NEUR	H9 Derived Neuron Cultured Cells	H9_Derived_Neuron_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Female	NA	NA	SD
E010-H3K36me3	E010-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E010	ES-deriv	ESDR.H9.NEUR	H9 Derived Neuron Cultured Cells	H9_Derived_Neuron_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Female	NA	NA	SD
E010-H3K4me1	E010-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E010	ES-deriv	ESDR.H9.NEUR	H9 Derived Neuron Cultured Cells	H9_Derived_Neuron_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Female	NA	NA	SD
E010-H3K4me3	E010-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E010	ES-deriv	ESDR.H9.NEUR	H9 Derived Neuron Cultured Cells	H9_Derived_Neuron_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Female	NA	NA	SD
E010-H3K9me3	E010-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E010	ES-deriv	ESDR.H9.NEUR	H9 Derived Neuron Cultured Cells	H9_Derived_Neuron_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Female	NA	NA	SD
E011-H3K27ac	E011-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E011	ES-deriv	ESDR.CD184.ENDO	hESC Derived CD184+ Endoderm Cultured Cells	hESC_Derived_CD184+_Endoderm_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E011-H3K27me3	E011-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E011	ES-deriv	ESDR.CD184.ENDO	hESC Derived CD184+ Endoderm Cultured Cells	hESC_Derived_CD184+_Endoderm_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E011-H3K36me3	E011-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E011	ES-deriv	ESDR.CD184.ENDO	hESC Derived CD184+ Endoderm Cultured Cells	hESC_Derived_CD184+_Endoderm_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E011-H3K4me1	E011-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E011	ES-deriv	ESDR.CD184.ENDO	hESC Derived CD184+ Endoderm Cultured Cells	hESC_Derived_CD184+_Endoderm_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E011-H3K4me3	E011-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E011	ES-deriv	ESDR.CD184.ENDO	hESC Derived CD184+ Endoderm Cultured Cells	hESC_Derived_CD184+_Endoderm_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E011-H3K9ac	E011-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E011	ES-deriv	ESDR.CD184.ENDO	hESC Derived CD184+ Endoderm Cultured Cells	hESC_Derived_CD184+_Endoderm_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E011-H3K9me3	E011-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E011	ES-deriv	ESDR.CD184.ENDO	hESC Derived CD184+ Endoderm Cultured Cells	hESC_Derived_CD184+_Endoderm_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E012-H3K27ac	E012-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E012	ES-deriv	ESDR.CD56.ECTO	hESC Derived CD56+ Ectoderm Cultured Cells	hESC_Derived_CD56+_Ectoderm_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E012-H3K27me3	E012-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E012	ES-deriv	ESDR.CD56.ECTO	hESC Derived CD56+ Ectoderm Cultured Cells	hESC_Derived_CD56+_Ectoderm_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E012-H3K36me3	E012-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E012	ES-deriv	ESDR.CD56.ECTO	hESC Derived CD56+ Ectoderm Cultured Cells	hESC_Derived_CD56+_Ectoderm_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E012-H3K4me1	E012-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E012	ES-deriv	ESDR.CD56.ECTO	hESC Derived CD56+ Ectoderm Cultured Cells	hESC_Derived_CD56+_Ectoderm_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E012-H3K4me3	E012-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E012	ES-deriv	ESDR.CD56.ECTO	hESC Derived CD56+ Ectoderm Cultured Cells	hESC_Derived_CD56+_Ectoderm_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E012-H3K9me3	E012-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E012	ES-deriv	ESDR.CD56.ECTO	hESC Derived CD56+ Ectoderm Cultured Cells	hESC_Derived_CD56+_Ectoderm_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E013-H3K27ac	E013-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E013	ES-deriv	ESDR.CD56.MESO	hESC Derived CD56+ Mesoderm Cultured Cells	hESC_Derived_CD56+_Mesoderm_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E013-H3K27me3	E013-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E013	ES-deriv	ESDR.CD56.MESO	hESC Derived CD56+ Mesoderm Cultured Cells	hESC_Derived_CD56+_Mesoderm_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
E013-H3K36me3	E013-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E013	ES-deriv	ESDR.CD56.MESO	hESC Derived CD56+ Mesoderm Cultured Cells	hESC_Derived_CD56+_Mesoderm_Cultured_Cells	ESC_DERIVED	ESCDerived	CL	Male	NA	NA	SD
